state,completeness,source_channel,days_in_pipeline,days_since_last_msg,sentiment,summary_length,message_length,org_industry,has_quotation,total_price_with_tax,is_enterprise_deal,quotation_revision_count,has_feedback,quotation_sent_via,followup_response_rate,has_urgency_keyword,has_price_mention,agent_response_ratio,attachment_shared,installation_charge,installation_is_free,capacity_value,capacity_unit,capacity_bin,product_type_attr,base_price,tax_rate,sale_closed
1.0,1.0,0.67,1.0254879818136113,-0.11815337214513894,1.0,-1.1275566668882848,0.862761907194183,4,1.0,1.133160130723694,1.0,-0.7068170393974897,0.0,0.5,1.2151444969378127,0.0,0.0,0.26368426983498916,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.8679
0.1,0.0,0.0,-1.2426101480778406,-1.1255000618372657,0.65,-0.43674157025506866,-0.4198601116248285,2,1.0,-0.7089964105438668,0.0,-0.7068170393974897,0.0,1.0,-1.2723445105577138,0.0,0.0,-1.2693142951434664,1.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.5592
0.4,1.0,1.0,-0.3562269708788824,0.7213022025983,0.5,-0.0057201851762243685,1.111011330191411,0,0.0,-0.7718567285397266,0.0,-0.7068170393974897,0.0,0.5,-0.7388256933762963,0.0,1.0,0.4262750267266437,0.0,0.0,1.0,0.0061671805983831976,1,1,3,-1.0717081118759413,0.0,0.2145
1.0,1.0,1.0,0.6344365801081887,-0.5378811595168584,1.0,1.7833137830277457,0.1697322679935881,2,1.0,-0.25500522501821193,1.0,-0.7068170393974897,0.0,0.5,-1.085443014092886,1.0,0.0,-0.5570119316181237,1.0,0.8333333333333334,0.0,0.00022918576548045666,2,4,6,0.1388408453858948,0.0,0.847
0.35,0.0,1.0,0.6344365801081887,0.13368330027789274,0.5,0.3072131491960872,0.3559193352415091,7,1.0,-0.3248500227913896,0.0,-0.7068170393974897,0.0,1.0,-0.7830024107225283,0.0,1.0,-1.5712685579422534,1.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.4133
1.0,1.0,0.0,1.2601188228368652,-0.7897178319398901,0.4,1.7715049779570924,1.5351040944783423,9,1.0,-0.9831372418035891,0.0,-0.7068170393974897,1.0,0.0,-1.0344698786933877,1.0,0.0,1.4637589040352945,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.7261
0.4,0.0,0.67,-0.9819092136075588,0.049737742803548854,0.4,0.8563225849814642,1.4316668348961639,6,1.0,-0.7002658108222195,0.0,-0.7068170393974897,1.0,1.0,-1.2553534654245475,1.0,0.0,-1.5712685579422534,0.0,0.6666666666666667,0.0,0.0,2,5,6,-0.6528860004747018,0.0,0.3007
1.0,1.0,1.0,1.2601188228368652,-0.7897178319398901,0.85,-0.5134988032143148,-0.2440167703351253,7,1.0,-1.0014715012190483,0.0,-0.7068170393974897,1.0,1.0,1.5889474898674683,0.0,0.0,1.5256982399940202,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.7095
0.4,0.0,1.0,0.13910480461465313,0.4694655301752683,0.1,1.423145228372821,0.19041971991002374,2,1.0,0.033104565796145895,1.0,0.3989668144784329,0.0,0.0,0.7563862783423262,1.0,0.0,-0.3324818387677436,1.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.5127
1.0,0.0,0.0,1.1558384490487523,-0.7897178319398901,0.65,1.7833137830277457,1.2041048638153715,3,1.0,-0.3248500227913896,0.0,-0.7068170393974897,0.0,0.5,-1.1975839119717828,0.0,1.0,-0.5182998466439203,0.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.8008
1.0,1.0,0.67,0.8690674211314423,-1.1255000618372657,0.85,-0.31865351954853594,1.3178858493557677,8,1.0,-0.46453961833774493,0.0,-0.7068170393974897,0.0,0.5,1.391851366322741,0.0,0.0,0.5811233666234566,1.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.7937
0.4,0.0,0.0,-1.6597316432302915,-1.2933911767859534,0.85,0.5315804455384993,0.06629500841140973,5,0.0,-0.5954986141624531,0.0,-0.7068170393974897,0.0,0.5,0.13111581744181133,0.0,1.0,-0.6421785185613713,1.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.184
0.4,1.0,0.67,-0.4605073446669951,2.400213352085178,0.1,-0.5134988032143148,-0.5129536452487891,0,0.0,1.1069683315587524,1.0,-0.7068170393974897,0.0,0.5,1.8064328675719954,0.0,0.0,-0.6576633525510527,1.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.1313
0.4,0.0,1.0,-0.1215961298556287,-0.11815337214513894,0.5,0.7677565469515647,0.7593246476120047,3,0.0,0.4085203538269758,1.0,-0.7068170393974897,0.0,0.5,-1.071850177986353,1.0,1.0,-1.5712685579422534,1.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.3997
0.4,1.0,0.0,-0.4344372512199669,0.8891933175469878,0.65,-1.1157478618176315,0.7800120995284403,9,0.0,-0.5169232166676282,0.0,-0.7068170393974897,0.0,0.5,-1.010682415506955,0.0,0.0,1.5256982399940202,1.0,0.6666666666666667,0.0,4.1670139178264846e-05,2,5,6,-0.5276491252900967,0.0,0.6936
0.2,0.0,0.67,-1.007979307054587,-0.36999004456817064,1.0,-1.121652264352958,0.738637195695569,4,0.0,-0.9359920033066941,0.0,-0.7068170393974897,0.0,0.5,0.41316716665236974,0.0,0.0,0.19400251688142292,1.0,0.6666666666666667,0.0,0.0,2,5,6,-0.6528860004747018,0.0,0.4401
1.0,1.0,1.0,0.7908571407903577,-1.2094456193116097,0.5,-0.914998175616526,-1.7542007602349292,6,1.0,1.133160130723694,1.0,-0.7068170393974897,0.0,0.5,1.52777972738807,0.0,1.0,-1.5325564729680499,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.9582
1.0,0.0,0.0,0.8429973276844142,-0.9576089468885779,1.0,1.7656005754217658,-1.268045640198691,5,1.0,-0.977025821998436,0.0,1.5047506683543557,0.0,0.5,0.4811313471850344,0.0,0.0,-1.037041785298246,1.0,0.0,1.0,0.0009584132011000917,1,6,4,-1.6232570455764104,0.0,0.6816
1.0,1.0,0.67,0.6083664866611604,-0.11815337214513894,1.0,1.6770345373918663,0.14904481607715242,6,1.0,0.7053607443629809,1.0,-0.7068170393974897,1.0,0.5,0.8719253852478562,0.0,0.0,-0.8047692754530253,0.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.963
1.0,1.0,0.0,0.973347794919555,-1.3773367342602973,0.5,-0.6611088665974807,1.2144485897735895,6,1.0,2.3292522925893615,1.0,1.5047506683543557,1.0,0.0,-0.749020320456196,0.0,1.0,-0.08472449493284195,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.8397
0.4,1.0,1.0,-0.4344372512199669,-1.0415545043629217,1.0,-0.7496749046273802,1.0799801523167576,0,1.0,1.6046125156926432,1.0,0.3989668144784329,0.0,0.5,1.001057328259919,0.0,0.0,1.5256982399940202,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.6859
0.35,1.0,0.0,0.7126468604492732,2.23232223713649,0.1,1.4349540334434743,-0.9370464095357203,0,1.0,-0.7177270102655139,0.0,-0.7068170393974897,1.0,0.0,-0.17812120398181275,0.0,1.0,1.123092556262305,1.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.456
1.0,1.0,0.0,0.9212076080254987,-0.8736633894142339,0.85,-1.1452698744942647,-1.8059193900260184,8,1.0,1.133160130723694,1.0,-0.7068170393974897,0.0,0.5,0.27384059656040705,0.0,0.0,1.5256982399940202,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.8721
1.0,1.0,1.0,0.9212076080254987,-0.8736633894142339,0.85,0.6260508861037254,0.15938854203537026,8,1.0,2.3292522925893615,1.0,0.3989668144784329,0.0,0.0,1.500594055175004,0.0,1.0,-0.3015121707883809,0.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.8245
0.4,0.0,1.0,-0.5126475315610515,0.3855199727009244,0.65,0.956697428082017,-1.4956076112794834,3,1.0,-0.8102713673149743,0.0,0.3989668144784329,0.0,1.0,-0.6708615128436316,0.0,0.0,0.20948735087110432,0.0,0.0,1.0,0.004083673639469956,1,3,2,-1.2246424044768818,0.0,0.4407
1.0,1.0,0.0,0.9212076080254987,-0.6218267169912023,1.0,-0.23008748151863645,0.738637195695569,5,1.0,-0.6635972919913012,0.0,0.3989668144784329,1.0,0.0,0.2976280597468397,1.0,0.0,0.20948735087110432,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.812
1.0,1.0,0.0,1.0776281687076679,-0.28604448709382674,0.4,-0.3481755322251691,1.5040729166036888,10,1.0,-0.8713855653665048,0.0,-0.7068170393974897,0.0,1.0,0.4369546298388024,1.0,0.0,-1.5712685579422534,1.0,0.0,1.0,0.002625218768230686,1,3,2,-1.4422058500768595,0.0,0.7949
0.35,0.0,0.67,0.5822963932141323,-0.7057722744655462,0.5,-0.03524219785285754,1.2041048638153715,2,0.0,0.0069127666312042745,1.0,-0.7068170393974897,0.0,0.5,-0.7252328572697634,0.0,1.0,-0.8512237774220696,1.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.2757
0.4,0.0,0.0,-0.06945594296157233,2.316267794610834,0.65,-1.8183717635215009,-1.0404836691178987,2,0.0,1.6046125156926432,1.0,-0.7068170393974897,0.0,0.5,1.1811624066714803,0.0,1.0,-0.5028150126542389,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.4221
0.35,1.0,0.67,0.45194592597899136,1.0570844324956756,0.2,-0.8382409426572798,-1.4749201593630477,10,1.0,2.3292522925893615,1.0,2.6105345222302785,0.0,0.0,1.5073904732282706,0.0,1.0,1.045668386313898,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.2392
0.4,1.0,0.0,-1.5293811759951508,-0.28604448709382674,0.5,-1.930555411692707,-0.6267346307891852,9,0.0,-0.8914659447262934,0.0,-0.7068170393974897,0.0,0.5,-1.2553534654245475,1.0,1.0,-1.2228597931744227,0.0,0.0,1.0,0.003458621551795983,1,3,2,-1.2789248910164441,0.0,0.1857
0.35,1.0,0.67,0.8951375145784705,0.3015744152265805,0.4,-1.5172472342198426,-1.1025460248672057,8,1.0,0.6180547471465088,1.0,0.3989668144784329,0.0,0.0,-0.0795731422094491,1.0,0.0,0.22497218486078568,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.3457
0.35,1.0,0.67,0.5040861128730477,-0.03420781467079504,1.0,-0.43674157025506866,-1.0715148469925522,9,0.0,-0.5457341957490639,0.0,-0.7068170393974897,0.0,0.5,-0.1543337407953803,0.0,0.0,-1.4783595540041652,0.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.2499
0.4,1.0,0.0,-0.09552603640860051,2.400213352085178,0.65,-0.7319616970214003,-1.2990768180733445,0,0.0,-0.13277682891515105,1.0,-0.7068170393974897,0.0,0.5,-0.8645594273617259,0.0,0.0,1.5256982399940202,1.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.3454
0.4,1.0,0.0,0.06089452427356859,2.316267794610834,0.5,-0.28322710433657616,0.0869824603278454,8,1.0,-0.3248500227913896,0.0,1.5047506683543557,1.0,0.5,-1.0786465960396194,0.0,1.0,-1.114465955246653,0.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.549
1.0,0.0,0.0,0.9472777014725269,-1.2094456193116097,0.1,-0.5607340234969279,1.173073685940718,1,1.0,0.164063561620854,1.0,1.5047506683543557,1.0,0.0,0.6850238887830282,0.0,0.0,1.1695470582313492,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.6769
0.4,1.0,1.0,-0.48657743811402326,0.5534110876496122,0.4,-2.03093025479326,-0.8129216980371062,4,0.0,0.164063561620854,1.0,-0.7068170393974897,0.0,0.5,-1.2417606293180146,1.0,0.0,-1.5170716389783685,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.5746
0.4,0.0,0.0,-0.14766622330265688,-0.28604448709382674,0.65,-2.219871135923712,-0.28539167416799666,9,0.0,-0.7351882097088084,0.0,-0.7068170393974897,0.0,0.5,-1.0616555509064534,0.0,0.0,-1.5635261409474126,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.3761
1.0,0.0,1.0,0.7908571407903577,-1.2094456193116097,1.0,-0.20056546884200327,-1.454232707446612,4,1.0,-0.3510418219563312,0.0,0.3989668144784329,1.0,0.0,0.9534824018870538,0.0,0.0,-1.1531780402208565,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.9715
1.0,0.0,0.67,1.1819085424957805,-0.45393560204251454,0.4,0.029706230035735432,-0.06817342904542212,7,1.0,-0.9010696044201053,0.0,0.3989668144784329,0.0,0.5,-0.7660113655893621,1.0,0.0,0.34885085677823674,0.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.8986
0.1,1.0,0.0,-1.3990307087600098,-0.5378811595168584,0.1,-0.655204464062154,-1.7231695823602757,3,1.0,-0.3510418219563312,0.0,0.3989668144784329,1.0,0.5,-1.160203612678817,0.0,0.0,-1.0447842022930869,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.433
0.4,0.0,0.67,0.2955253652968223,-0.7057722744655462,0.5,-0.720152891950747,0.27316952757576646,9,1.0,2.3292522925893615,1.0,1.5047506683543557,0.0,1.0,0.7156077700227274,0.0,1.0,-0.38667875773162846,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.556
0.35,1.0,0.67,0.5301562063200759,0.5534110876496122,0.65,-0.17104345616537012,0.4386691429072518,9,1.0,-0.8067791274263154,0.0,1.5047506683543557,0.0,1.0,-0.16792657690191304,0.0,0.0,0.8521079614428808,1.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.598
0.2,1.0,1.0,-1.1383297742897278,0.4694655301752683,0.85,-1.8065629584508476,-0.7094844384549279,7,0.0,0.4609039521568591,1.0,-0.7068170393974897,0.0,0.5,-1.0752483870129863,0.0,0.0,0.898562463411925,0.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.286
1.0,1.0,0.0,0.8951375145784705,-1.1255000618372657,0.5,-0.8854761629398928,0.31454443140863775,9,1.0,0.164063561620854,1.0,-0.7068170393974897,1.0,1.0,-1.0820448050662528,0.0,1.0,1.0069563013396947,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.7863
1.0,1.0,0.67,1.1297683556017242,-0.28604448709382674,0.4,1.5825640968266401,-0.07851715500363995,0,1.0,-0.6531205723253246,0.0,-0.7068170393974897,1.0,1.0,1.1981534518046464,1.0,0.0,1.1772894752261898,0.0,0.0,1.0,0.004083673639469956,1,3,2,-1.2246424044768818,0.0,0.7292
0.4,0.0,0.0,-0.3562269708788824,1.6447033348160829,1.0,0.07103704778302188,0.5110752246147766,1,1.0,-0.8783700451438226,0.0,-0.7068170393974897,1.0,0.5,-0.44997792611247145,0.0,1.0,-0.007300324984435039,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.3656
0.4,0.0,0.0,0.08696461772059677,0.8891933175469878,1.0,-0.4072195575784355,-0.07851715500363995,4,0.0,0.164063561620854,1.0,-0.7068170393974897,0.0,0.5,-1.0276734606401212,0.0,0.0,-0.4718453446748761,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.3013
1.0,1.0,0.67,0.9994178883665832,-0.20209892961948284,0.2,1.5412332790793537,-0.6887969865384922,0,1.0,0.7053607443629809,1.0,-0.7068170393974897,1.0,0.0,1.687495551639832,1.0,1.0,1.0301835523242167,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.9045
0.1,1.0,0.67,-1.3729606153129816,-1.2094456193116097,0.4,-2.2316799409943653,-1.7542007602349292,6,0.0,-0.7177270102655139,0.0,-0.7068170393974897,0.0,0.5,-0.8985415176280582,1.0,0.0,1.4792437380249759,1.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.3847
1.0,1.0,0.67,0.9472777014725269,-0.7057722744655462,1.0,0.1300810731362882,1.235136041690025,9,1.0,2.014950702610062,1.0,0.3989668144784329,0.0,0.5,-0.2766692657541766,0.0,1.0,1.347622649112685,0.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.7434
1.0,1.0,0.67,0.8429973276844142,-0.5378811595168584,0.85,-0.8913805654752194,-1.1749521065747304,7,1.0,1.421269921538052,1.0,0.3989668144784329,1.0,0.0,1.2083480788845462,0.0,0.0,-1.1222083722414937,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.8176
1.0,1.0,0.0,0.9994178883665832,-0.5378811595168584,0.4,-0.7851013198393401,1.1627299599825003,10,1.0,1.7355715115173513,1.0,-0.7068170393974897,1.0,0.0,-1.187389284891883,1.0,1.0,1.1618046412365084,0.0,1.0,0.0,0.0015834652887740644,2,8,0,1.1512026473204215,0.0,0.7325
0.4,1.0,0.67,-1.6858017366773197,-0.11815337214513894,0.4,-2.03093025479326,-1.1232334767836414,9,0.0,-0.9464687229726708,0.0,-0.7068170393974897,0.0,0.5,-0.8577630093084594,1.0,1.0,1.40181956807657,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.1918
0.1,0.0,0.0,-1.7379419235713762,-0.6218267169912023,1.0,-0.365888739831149,0.19041971991002374,8,1.0,-0.8783700451438226,0.0,0.3989668144784329,0.0,0.5,0.34860119514633825,0.0,0.0,0.8056534594738367,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.7541
0.4,1.0,0.0,-0.6951381856902488,-0.8736633894142339,0.85,0.9507930255466903,0.5938250322805193,8,1.0,1.6046125156926432,1.0,1.5047506683543557,1.0,0.5,0.012178501509648268,0.0,1.0,0.9372745483861284,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.7646
0.4,1.0,0.67,-1.451170895654066,0.3855199727009244,0.4,-0.5784472311029079,1.111011330191411,5,0.0,-0.13277682891515105,1.0,-0.7068170393974897,0.0,0.5,-1.262149883477814,1.0,0.0,1.40181956807657,1.0,0.8333333333333334,0.0,0.00012501041753479455,2,5,6,-0.09503150223522623,0.0,0.2092
0.2,1.0,0.0,-0.9819092136075588,0.9731388750213317,0.65,-0.5607340234969279,1.173073685940718,8,1.0,0.0069127666312042745,1.0,-0.7068170393974897,0.0,0.5,0.29083164169357323,0.0,1.0,0.2869115208195112,0.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.4668
0.2,0.0,0.0,-0.8254886529253896,2.0644311221878024,0.5,0.7795653520222179,0.9661991667763614,3,0.0,-0.770983668567562,0.0,-0.7068170393974897,0.0,0.5,0.21946925213427546,0.0,1.0,-1.5712685579422534,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.3661
