consumer_score_tier,interaction_score_tier,product_quotation_score_tier,intent,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,total_interactions,is_multi_channel,recency_bucket,engagement_depth,any_followup_responded,followup_response_rate,agent_response_ratio,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,product_category,capacity_bin,installation_is_free,quotation_revision_count,quotation_sent_via,lead_completeness,lead_source,sale_closed
0.0,0.0,0.5,0.1,1.0,0.0,0.0,0.0,0.18125000000000013,0.7333333333333333,0.2777777777777778,0.0,0.33,0.2592592592592592,0.0,0.09519038076152303,0.4424999999999999,1.0,0.0,1.0,0.6312849162011174,0.02817441303306182,0.07183074560655178,0,5,0.0,0.0,0.5,1.0,0.6,0.8203
0.0,0.0,0.0,0.6,0.0,0.09189189189189181,0.25,1.0,1.0000000000000002,0.0,0.3333333333333333,0.0,0.67,0.37037037037037035,0.0,0.06212424849699398,0.04249999999999998,0.0,1.0,0.1,0.1675977653631285,0.01667465261140393,0.5495649206620031,0,8,0.0,0.0,0.5,0.0,0.8,0.2038
0.5,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.5249999999999999,0.2777777777777778,0.2222222222222222,0.0,0.67,0.44444444444444453,0.0,0.001002004008016032,0.18999999999999995,0.0,1.0,0.4,0.329608938547486,0.018974604695735503,0.48814195529773075,0,8,0.0,0.0,0.5,1.0,0.8,0.3092
0.5,0.5,0.0,1.0,0.0,0.9999999999999998,0.0,0.0,0.17500000000000004,0.5111111111111112,0.6666666666666666,1.0,0.33,0.6666666666666666,1.0,0.3597194388777555,0.5325,0.0,0.0,0.4,0.03910614525139665,0.05309056061332056,0.058181197747824605,0,5,0.0,0.0,0.5,1.0,0.5,0.2187
0.5,0.5,0.5,0.5,1.0,0.07567567567567565,0.0,0.0,0.9374999999999998,0.30000000000000004,0.5,1.0,0.33,0.40740740740740744,1.0,0.8006012024048096,0.72,1.0,0.0,1.0,0.6368715083798883,0.018543363679923337,0.03429448899505204,0,5,0.0,0.3333333333333333,1.0,1.0,0.5,0.8415
0.5,0.0,0.0,0.7,1.0,0.9324324324324322,0.0,0.0,0.25,0.4444444444444445,0.2222222222222222,0.0,1.0,0.6296296296296297,1.0,0.6482965931863727,0.0,0.0,0.0,0.4,0.0446927374301676,0.04312410158121706,0.02746971506568845,0,5,0.0,0.0,0.5,1.0,0.5,0.2026
0.0,0.5,0.0,0.3,0.0,0.5594594594594594,0.0,0.0,0.31562500000000004,0.5222222222222221,0.7222222222222222,1.0,0.33,0.37037037037037035,1.0,0.42885771543086165,0.0,0.0,1.0,0.1,0.11731843575418995,0.04460948730234787,0.21515099812318716,0,4,0.0,0.0,0.5,1.0,0.6,0.3734
0.0,0.5,1.0,0.4,1.0,0.5216216216216215,0.25,1.0,0.25,0.0,0.38888888888888884,0.0,0.33,0.5185185185185185,1.0,0.7204408817635269,0.33000000000000007,1.0,0.0,0.2,0.18994413407821228,0.021322472448490656,0.02815219245862481,1,1,1.0,0.3333333333333333,0.0,0.0,0.6,0.4563
0.5,0.0,0.0,0.5,1.0,0.14054054054054052,0.0,0.0,0.8625,0.5111111111111112,0.38888888888888884,0.0,0.0,0.33333333333333326,0.0,0.14629258517034066,0.05500000000000005,0.0,0.0,0.2,0.223463687150838,0.02831816003833254,0.10936700221805153,0,5,0.0,0.0,0.5,0.0,0.6,0.3523
0.5,0.5,0.5,0.3,1.0,0.19189189189189185,0.0,0.0,0.734375,0.7444444444444445,0.5555555555555556,1.0,0.33,0.5185185185185185,1.0,0.5410821643286573,0.25,1.0,1.0,0.4,0.2905027932960894,0.02127455678006708,0.18443951544105103,0,5,0.0,1.0,0.0,1.0,0.6,0.5306
0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.8875000000000004,0.24444444444444446,0.38888888888888884,0.0,0.67,0.5555555555555555,1.0,0.8296593186372744,0.9200000000000002,1.0,0.0,1.0,0.6424581005586593,0.021322472448490656,0.020303702439856682,1,1,1.0,0.3333333333333333,0.0,1.0,0.8,0.9567
0.5,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.653125,0.488888888888889,0.7777777777777777,1.0,0.0,0.4814814814814814,0.0,0.1533066132264529,0.24250000000000005,0.0,0.0,0.35,0.5083798882681564,0.026018207954000963,0.02183927657396349,1,6,1.0,0.0,0.5,1.0,0.6,0.2977
0.5,0.5,0.0,0.95,0.0,0.9999999999999998,0.0,0.0,0.690625,0.6777777777777777,0.38888888888888884,0.0,1.0,0.44444444444444453,1.0,0.7845691382765531,0.3274999999999999,0.0,1.0,0.1,0.07262569832402235,0.090991854336368,0.30046067224023204,0,8,0.0,0.0,0.5,1.0,0.6,0.5216
0.5,0.5,0.5,0.8,1.0,0.0,0.0,0.0,0.4593750000000001,0.6111111111111112,0.38888888888888884,0.0,0.33,0.5555555555555555,1.0,0.751503006012024,0.5925,1.0,1.0,1.0,0.659217877094972,0.018878773358888358,0.43183757038048115,0,2,0.0,0.0,0.5,1.0,0.5,0.8679
0.5,0.5,0.5,0.5,0.0,0.027027027027027,0.0,0.0,0.6781250000000001,0.5555555555555555,0.611111111111111,1.0,1.0,0.5555555555555555,0.0,0.018036072144288574,0.09750000000000003,1.0,0.0,0.1,0.17318435754189945,0.011356013416387159,0.07183074560655178,0,5,0.0,0.0,1.0,0.0,0.6,0.5592
0.0,0.0,0.0,0.1,1.0,0.13243243243243238,0.0,0.0,0.8875000000000004,0.4333333333333334,0.38888888888888884,0.0,0.33,0.5555555555555555,0.0,0.1753507014028056,0.645,0.0,0.0,0.4,0.36312849162011174,0.030330618112122662,0.05954615253369733,1,1,1.0,0.0,0.5,1.0,0.8,0.2145
0.5,0.0,0.5,0.8,1.0,0.3027027027027026,0.0,0.0,0.675,0.35555555555555557,0.3333333333333333,0.0,0.67,0.4814814814814814,0.0,0.07314629258517033,0.3274999999999999,1.0,1.0,1.0,0.5754189944134078,0.02534738859607092,0.16055280668827845,0,4,0.0,0.0,0.5,1.0,0.8,0.847
0.0,0.5,0.5,0.2,1.0,0.0513513513513513,0.0,0.0,1.0000000000000002,0.5555555555555555,1.0,1.0,0.33,0.5555555555555555,1.0,0.1623246492985972,0.0,1.0,0.0,0.35,0.5754189944134078,0.010397700047915667,0.14690325882955127,0,5,0.0,0.0,1.0,0.0,0.8,0.4133
0.5,0.5,0.5,0.95,1.0,0.0,0.0,0.0,0.3875000000000002,0.3777777777777778,0.8888888888888888,1.0,0.67,0.44444444444444453,0.0,0.08817635270541081,0.98,1.0,0.0,1.0,0.7094972067039106,0.01490177287973167,0.018256270261047605,1,6,1.0,0.0,0.0,1.0,0.6,0.7261
0.0,0.0,1.0,0.3,1.0,0.554054054054054,0.0,0.0,0.5812499999999998,0.5555555555555555,0.38888888888888884,0.0,0.33,0.5925925925925926,0.0,0.023046092184368736,0.0,1.0,0.0,0.4,0.22905027932960895,0.025586966938188793,0.07353693908889268,0,5,0.0,0.0,1.0,0.0,0.5,0.3007
0.5,1.0,0.5,0.4,1.0,0.24864864864864858,0.0,0.0,0.903125,0.33333333333333337,0.7777777777777777,1.0,0.67,0.5925925925925926,1.0,0.8617234468937874,1.0,1.0,0.0,1.0,0.7094972067039106,0.0248203162434116,0.014673263948131718,1,6,1.0,0.0,1.0,1.0,0.8,0.7095
0.0,1.0,0.0,0.1,1.0,0.021621621621621595,0.0,0.0,0.5343749999999998,0.5666666666666667,0.8888888888888888,1.0,0.33,0.5185185185185185,1.0,0.6162324649298596,0.40000000000000013,1.0,1.0,0.4,0.4692737430167598,0.021514135122184953,0.21685719160552808,0,4,0.0,0.3333333333333333,0.0,0.0,0.8,0.5127
1.0,0.0,0.5,0.7,1.0,0.0,0.875,1.0,0.9749999999999999,0.7666666666666667,0.2222222222222222,0.0,0.67,0.33333333333333326,0.0,0.04008016032064128,0.3400000000000001,1.0,0.0,1.0,0.6871508379888268,0.017393387637757548,0.14690325882955127,0,5,0.0,0.0,0.5,0.0,0.6,0.8008
0.5,0.5,0.5,0.6,1.0,0.0,0.0,0.0,0.70625,0.6888888888888889,0.3333333333333333,0.0,1.0,0.33333333333333326,1.0,0.8036072144288576,0.6949999999999998,1.0,0.0,1.0,0.6256983240223464,0.01911835170100623,0.11960416311209691,0,4,0.0,0.0,0.5,1.0,0.5,0.7937
0.0,0.5,0.0,0.1,0.0,0.32432432432432423,0.0,0.0,0.059374999999999956,0.23333333333333334,0.38888888888888884,0.0,1.0,0.7037037037037036,1.0,0.43186372745490975,0.30000000000000004,0.0,0.0,0.4,0.08379888268156425,0.016099664590321035,0.09401126087698346,1,7,1.0,0.0,0.5,0.0,0.6,0.184
0.0,0.5,0.0,0.05,1.0,0.3297297297297297,0.0,0.0,0.95,0.6,0.6666666666666666,1.0,0.0,0.44444444444444453,1.0,0.9258517034068136,0.29499999999999993,0.0,1.0,0.4,0.34078212290502796,0.03219932918064207,0.4267189899334584,0,2,0.0,0.0,0.5,1.0,0.5,0.1313
0.0,0.5,0.0,0.6,1.0,0.10270270270270268,0.0,0.0,0.6156249999999999,0.5,0.8888888888888888,1.0,0.33,0.37037037037037035,0.0,0.07715430861723446,0.0,0.0,1.0,0.4,0.4134078212290503,0.022903689506468615,0.2902235113461866,0,4,0.0,0.0,0.5,0.0,0.8,0.3997
1.0,0.0,0.0,0.95,1.0,0.0,0.5,1.0,0.28749999999999987,0.6666666666666666,0.16666666666666666,0.0,0.33,0.2592592592592592,0.0,0.09519038076152303,1.0,0.0,0.0,0.4,0.3463687150837989,0.019070436032582655,0.10936700221805153,0,5,0.0,0.0,0.5,1.0,0.6,0.6936
0.0,1.0,0.0,0.2,1.0,0.4594594594594593,0.0,0.0,0.38437500000000013,0.4777777777777778,0.9444444444444444,1.0,0.67,0.40740740740740744,1.0,0.5150300601202404,0.5700000000000001,0.0,0.0,0.2,0.223463687150838,0.014278869190225207,0.02746971506568845,0,5,0.0,0.0,0.5,0.0,0.5,0.4401
0.5,1.0,0.5,0.8,1.0,0.09999999999999995,0.0,0.0,0.5999999999999999,0.7444444444444445,0.9444444444444444,1.0,1.0,0.2222222222222222,1.0,0.8436873747494988,0.012499999999999956,1.0,1.0,1.0,0.6089385474860335,0.02817441303306182,0.43183757038048115,0,2,0.0,0.0,0.5,1.0,0.8,0.9582
1.0,0.5,0.5,0.5,1.0,0.11081081081081076,0.5,1.0,0.28125,0.7,0.611111111111111,1.0,0.67,0.33333333333333326,1.0,0.5350701402805611,0.1725,1.0,0.0,1.0,0.6201117318435755,0.025299472927647344,0.019450605698686233,1,6,1.0,0.6666666666666667,0.5,0.0,0.6,0.6816
0.5,0.5,0.5,0.7,1.0,0.19729729729729725,0.0,0.0,0.703125,0.5333333333333332,0.38888888888888884,0.0,0.33,0.6296296296296297,1.0,0.6503006012024047,0.24750000000000005,1.0,1.0,1.0,0.5698324022346369,0.029947292764734068,0.34823408974577713,0,2,0.0,0.0,0.5,1.0,0.5,0.963
1.0,0.5,1.0,0.7,1.0,0.15135135135135133,0.875,1.0,0.6875,0.34444444444444444,0.5,1.0,1.0,0.2962962962962963,1.0,0.1723446893787575,0.48,1.0,1.0,1.0,0.6480446927374302,0.021514135122184953,0.6655860774611841,0,8,0.0,0.6666666666666667,0.0,1.0,0.6,0.8397
1.0,0.5,0.5,0.7,1.0,0.04324324324324322,0.25,1.0,0.8500000000000003,0.45555555555555555,0.38888888888888884,0.0,0.67,0.5555555555555555,1.0,0.688376753507014,1.0,1.0,1.0,0.4,0.3463687150837989,0.021753713464302826,0.5239720184268897,0,2,0.0,0.3333333333333333,0.5,1.0,0.8,0.6859
0.0,1.0,0.5,0.3,1.0,0.3756756756756756,0.0,0.0,0.66875,0.6666666666666666,0.8333333333333333,1.0,0.0,0.5185185185185185,1.0,0.3406813627254509,0.8700000000000001,1.0,0.0,0.35,0.5921787709497207,0.01763296597987542,0.07012455212421088,0,4,0.0,0.0,0.0,1.0,0.6,0.456
1.0,1.0,0.5,0.8,1.0,0.0,0.75,1.0,0.70625,1.0,0.611111111111111,1.0,0.67,0.37037037037037035,1.0,0.4739478957915831,1.0,1.0,1.0,1.0,0.6368715083798883,0.021322472448490656,0.43183757038048115,0,2,0.0,0.0,0.5,1.0,0.6,0.8721
0.5,0.5,0.5,0.6,1.0,0.2567567567567567,0.0,0.0,0.653125,0.7444444444444445,0.2222222222222222,0.0,0.67,0.2592592592592592,1.0,0.8356713426853706,0.41000000000000014,1.0,1.0,1.0,0.6368715083798883,0.031288931480594154,0.6655860774611841,0,8,0.0,0.3333333333333333,0.0,1.0,0.8,0.8245
0.5,0.5,0.5,0.4,1.0,0.0,0.0,0.0,0.7750000000000001,0.6444444444444445,1.0,1.0,0.33,0.7037037037037036,0.0,0.19539078156312623,0.5750000000000002,1.0,0.0,0.4,0.329608938547486,0.01911835170100623,0.05203890121139738,1,3,1.0,0.3333333333333333,1.0,0.0,0.8,0.4407
0.5,0.0,0.5,0.95,1.0,0.01621621621621619,0.0,0.0,0.09062499999999996,0.4222222222222222,0.38888888888888884,0.0,0.67,0.6296296296296297,1.0,0.4809619238476953,0.5750000000000002,1.0,0.0,1.0,0.6368715083798883,0.022616195495927173,0.08070295171472446,1,1,1.0,0.3333333333333333,0.0,1.0,0.6,0.812
0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.590625,0.4777777777777778,0.38888888888888884,0.0,0.33,0.6296296296296297,1.0,0.5220440881763526,0.0,1.0,0.0,1.0,0.670391061452514,0.01686631528509823,0.04009554683501109,1,3,1.0,0.0,1.0,1.0,0.6,0.7949
0.5,0.5,0.0,0.2,1.0,0.12162162162162157,1.0,1.0,0.5499999999999998,0.46666666666666673,1.0,1.0,0.67,0.5925925925925926,0.0,0.17935871743486972,0.23250000000000004,0.0,1.0,0.35,0.5642458100558659,0.02831816003833254,0.21173861115850537,0,2,0.0,0.0,0.5,0.0,0.5,0.2757
0.0,0.5,0.0,0.8,1.0,0.0,0.0,0.0,0.7156250000000002,0.34444444444444444,0.3333333333333333,1.0,0.0,0.37037037037037035,1.0,0.7414829659318637,0.345,0.0,1.0,0.4,0.4245810055865922,0.016818399616674654,0.5239720184268897,0,2,0.0,0.0,0.5,0.0,0.6,0.4221
0.0,1.0,0.5,0.1,1.0,0.0,0.0,0.0,0.171875,0.30000000000000004,0.8333333333333333,1.0,0.0,0.40740740740740744,1.0,0.8376753507014026,0.845,1.0,1.0,0.35,0.5363128491620112,0.025299472927647344,0.6655860774611841,0,8,0.0,1.0,0.0,1.0,0.5,0.2392
0.5,0.0,0.0,0.8,0.0,0.1189189189189189,0.0,0.0,0.3218749999999999,0.2555555555555556,0.16666666666666666,0.0,0.33,0.37037037037037035,0.0,0.023046092184368736,0.11249999999999993,0.0,0.0,0.4,0.111731843575419,0.01346430282702444,0.03617130182562703,1,3,1.0,0.0,0.5,1.0,0.6,0.1857
0.0,0.5,0.5,0.1,1.0,0.0,0.0,0.0,0.7812500000000002,0.7999999999999999,0.3333333333333333,0.0,0.33,0.4814814814814814,1.0,0.3697394789579158,0.5800000000000001,1.0,1.0,0.35,0.6312849162011174,0.01581217057977959,0.3311721549223682,0,8,0.0,0.3333333333333333,0.0,1.0,0.5,0.3457
0.5,0.5,0.0,0.1,1.0,0.11351351351351349,0.0,0.0,0.24062499999999987,0.788888888888889,0.8333333333333333,1.0,0.33,0.40740740740740744,1.0,0.3476953907815631,0.030000000000000027,0.0,0.0,0.35,0.547486033519553,0.02323909918543364,0.10373656372632657,1,7,1.0,0.0,0.5,1.0,0.5,0.2499
1.0,0.0,0.0,0.5,1.0,0.029729729729729704,0.25,1.0,0.8718750000000004,0.5111111111111112,0.38888888888888884,0.0,0.0,0.5555555555555555,0.0,0.13827655310621242,1.0,0.0,1.0,0.4,0.41899441340782123,0.01988500239578342,0.18443951544105103,0,5,0.0,0.0,0.5,1.0,0.6,0.3454
0.5,0.0,1.0,0.3,1.0,0.37027027027027015,0.125,1.0,0.4437500000000001,0.2555555555555556,0.38888888888888884,0.0,0.0,0.37037037037037035,0.0,0.0751503006012024,0.14749999999999996,1.0,0.0,0.4,0.45251396648044695,0.023718255869669386,0.14690325882955127,0,5,0.0,0.6666666666666667,0.5,1.0,0.6,0.549
0.5,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.046875,0.011111111111111113,0.7222222222222222,1.0,1.0,0.2222222222222222,1.0,0.595190380761523,0.885,1.0,1.0,1.0,0.6424581005586593,0.02323909918543364,0.24245009384064153,0,8,0.0,0.6666666666666667,0.0,0.0,0.6,0.6769
0.5,0.0,0.0,1.0,1.0,0.3162162162162161,0.0,0.0,0.40937500000000004,0.6333333333333334,0.1111111111111111,0.0,0.33,0.4814814814814814,0.0,0.02705410821643286,0.01749999999999996,0.0,1.0,0.4,0.335195530726257,0.01849544801149976,0.24245009384064153,0,8,0.0,0.0,0.5,1.0,0.8,0.5746
0.5,0.0,0.0,0.6,1.0,0.03513513513513514,0.0,0.0,0.34062499999999996,0.5777777777777777,0.16666666666666666,0.0,0.33,0.2592592592592592,0.0,0.08016032064128256,0.0024999999999999467,0.0,0.0,0.4,0.40782122905027934,0.025970292285577387,0.06671216515952909,1,1,1.0,0.0,0.5,0.0,0.6,0.3761
0.5,0.5,0.5,1.0,1.0,0.07027027027027025,0.0,0.0,0.4187500000000002,0.5555555555555555,0.2222222222222222,0.0,1.0,0.5925925925925926,1.0,0.6743486973947895,0.135,1.0,0.0,1.0,0.6089385474860335,0.026305701964542412,0.1417846783825286,0,2,0.0,0.3333333333333333,0.0,0.0,0.8,0.9715
0.0,0.0,0.5,1.0,1.0,0.1621621621621621,0.0,0.0,1.0000000000000002,0.5888888888888889,0.38888888888888884,0.0,0.67,0.5555555555555555,0.0,0.16733466933867736,0.6200000000000001,1.0,0.0,1.0,0.6927374301675978,0.023287014853857216,0.03429448899505204,0,5,0.0,0.3333333333333333,0.5,0.0,0.5,0.8986
0.5,0.0,1.0,0.95,0.0,0.11621621621621617,0.0,0.0,0.9437499999999999,0.7444444444444445,0.2777777777777778,0.0,0.67,0.4814814814814814,0.0,0.051102204408817624,0.16999999999999993,1.0,0.0,0.1,0.13966480446927373,0.032103497843794924,0.1417846783825286,0,2,0.0,0.3333333333333333,0.5,1.0,0.6,0.433
0.5,1.0,0.5,0.5,1.0,0.0,0.875,1.0,0.29374999999999996,0.5222222222222221,0.7222222222222222,1.0,0.67,0.4814814814814814,1.0,0.6042084168336672,0.38250000000000006,1.0,1.0,0.4,0.5027932960893855,0.0171058936272161,0.6655860774611841,0,8,0.0,0.6666666666666667,1.0,0.0,0.5,0.556
0.5,1.0,0.0,0.8,1.0,0.1729729729729729,0.0,0.0,0.42500000000000004,0.7333333333333333,0.8333333333333333,1.0,0.33,0.6296296296296297,1.0,0.343687374749499,0.7825,1.0,0.0,0.35,0.553072625698324,0.019693339722089122,0.052721378604333735,1,1,1.0,0.6666666666666667,1.0,1.0,0.5,0.598
0.5,0.0,0.0,0.05,1.0,0.28648648648648645,0.0,0.0,0.7593750000000001,0.7777777777777778,0.3333333333333333,0.0,0.33,0.40740740740740744,0.0,0.07615230460921843,0.7974999999999999,0.0,1.0,0.2,0.19553072625698326,0.027311931001437473,0.30046067224023204,0,8,0.0,0.0,0.5,1.0,0.8,0.286
0.5,0.5,0.5,0.8,1.0,0.17567567567567563,0.0,0.0,0.1781250000000001,0.7999999999999999,0.6666666666666666,1.0,1.0,0.5555555555555555,0.0,0.07414829659318636,0.8325,1.0,1.0,1.0,0.6312849162011174,0.026736942980354582,0.24245009384064153,0,8,0.0,0.0,1.0,1.0,0.6,0.7863
0.0,0.5,0.5,0.3,1.0,0.19189189189189185,0.0,0.0,0.815625,0.35555555555555557,0.6666666666666666,1.0,0.33,0.7407407407407408,1.0,0.7464929859719438,0.8875000000000002,1.0,0.0,1.0,0.6815642458100559,0.015572592237661716,0.08275038389353354,1,3,1.0,0.0,1.0,1.0,0.5,0.7292
0.5,0.0,1.0,0.4,1.0,0.3054054054054053,0.0,0.0,0.043749999999999956,0.7999999999999999,0.2777777777777778,0.0,0.0,0.6296296296296297,1.0,0.2605210420841683,0.5049999999999999,1.0,0.0,0.4,0.36312849162011174,0.020076665069477716,0.038730592049138375,1,1,1.0,0.0,0.5,0.0,0.6,0.3656
0.5,0.5,0.0,0.6,1.0,0.14324324324324325,0.0,0.0,0.596875,0.41111111111111115,0.7777777777777777,1.0,0.33,0.5185185185185185,0.0,0.09018036072144288,0.355,0.0,1.0,0.4,0.4581005586592179,0.019357930043124104,0.24245009384064153,0,8,0.0,0.0,0.5,0.0,0.6,0.3013
0.5,1.0,1.0,1.0,1.0,0.04594594594594589,0.0,0.0,0.9218749999999998,0.5333333333333332,0.5,1.0,0.33,0.7037037037037036,1.0,0.8907815631262525,0.8400000000000001,1.0,1.0,1.0,0.6536312849162011,0.023430761859127937,0.34823408974577713,0,2,0.0,0.0,0.0,1.0,0.5,0.9045
0.5,0.0,0.0,1.0,0.0,0.1297297297297297,0.0,0.0,0.7875000000000003,0.7555555555555555,0.1111111111111111,0.0,1.0,0.18518518518518523,0.0,0.1282565130260521,0.9849999999999999,0.0,0.0,0.1,0.1452513966480447,0.02702443699089603,0.07012455212421088,0,4,0.0,0.0,0.5,1.0,0.5,0.3847
0.5,0.5,0.0,0.5,1.0,0.254054054054054,0.0,0.0,0.2281249999999999,0.5666666666666667,0.2222222222222222,0.0,0.67,0.2592592592592592,1.0,0.31162324649298595,0.9425000000000001,1.0,1.0,1.0,0.6424581005586593,0.018543363679923337,0.6041631120969119,0,8,0.0,0.3333333333333333,0.5,1.0,0.5,0.7434
1.0,0.5,1.0,1.0,1.0,0.2459459459459459,0.0,0.0,1.0000000000000002,0.7666666666666667,0.3333333333333333,0.0,0.67,0.44444444444444453,1.0,0.749498997995992,0.14500000000000002,1.0,1.0,1.0,0.6201117318435755,0.029228557738380456,0.48814195529773075,0,8,0.0,0.3333333333333333,0.0,1.0,0.5,0.8176
0.5,0.0,1.0,0.95,1.0,0.18108108108108104,0.375,1.0,0.7,0.45555555555555555,0.38888888888888884,0.0,0.67,0.44444444444444453,0.0,0.04308617234468937,0.8825000000000001,1.0,1.0,1.0,0.6536312849162011,0.025682798275035938,0.5495649206620031,0,8,0.0,0.0,0.0,1.0,0.6,0.7325
0.0,0.0,0.0,0.1,0.0,0.8405405405405404,0.0,0.0,0.21562499999999996,0.2666666666666667,0.16666666666666666,0.0,0.33,0.37037037037037035,0.0,0.1402805611222445,0.9600000000000002,0.0,0.0,0.4,0.0782122905027933,0.016530905606133205,0.025422282886879373,1,6,1.0,0.0,0.5,1.0,0.5,0.1918
1.0,0.0,0.5,1.0,0.0,0.5216216216216215,0.125,1.0,0.684375,0.8222222222222222,0.16666666666666666,0.0,0.67,0.4814814814814814,1.0,0.4959919839679358,0.7675000000000001,1.0,0.0,0.1,0.0670391061452514,0.06248203162434116,0.038730592049138375,1,1,1.0,0.3333333333333333,0.5,0.0,0.6,0.7541
1.0,0.5,1.0,0.4,1.0,0.42972972972972967,1.0,1.0,0.6968750000000001,0.8888888888888888,0.7777777777777777,1.0,0.67,0.4814814814814814,1.0,0.39679358717434865,0.81,1.0,1.0,0.4,0.2905027932960894,0.022903689506468615,0.5239720184268897,0,2,0.0,0.6666666666666667,0.5,1.0,0.6,0.7646
0.0,0.0,0.0,0.1,1.0,0.13243243243243238,0.0,0.0,0.14375000000000004,0.3888888888888889,0.3333333333333333,0.0,0.33,0.44444444444444453,0.0,0.021042084168336674,0.9600000000000002,0.0,1.0,0.4,0.12849162011173185,0.011739338763775756,0.18443951544105103,0,5,0.0,0.0,0.5,1.0,0.5,0.2092
0.5,0.5,0.5,0.4,1.0,0.2162162162162162,0.0,0.0,0.7625,0.488888888888889,0.9444444444444444,1.0,0.33,0.4814814814814814,1.0,0.47895791583166325,0.6000000000000001,1.0,1.0,0.2,0.22905027932960895,0.01863919501677049,0.21173861115850537,0,2,0.0,0.0,0.5,1.0,0.6,0.4668
