lead_id,whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_closed
lead:00000015,0,2,1,3,phone,phone,email,1,1,22.0,high_fast,fresh,2.0,phone_New_Lead,1,0
lead:00000016,4,6,4,14,phone,phone,phone,1,1,453.6,low_slow,active,5.8,phone_Quotation,6,1
lead:00000017,3,0,4,7,email,email,whatsapp,1,1,863.2,high_slow,cold,3.5,email_Manual_Follow_Up,1,0
lead:00000018,0,0,2,2,email,email,email,0,0,615.6,high_slow,active,2.1,email_Quotation,0,0
lead:00000019,3,3,3,9,email,whatsapp,phone,1,2,314.8,low_slow,cold,4.3,email_Contract_Sent,1,1
lead:00000020,0,1,6,7,email,email,email,1,1,265.5,medium_medium,stale,3.3,email_Nurturing,2,0
lead:00000021,5,3,4,12,whatsapp,phone,whatsapp,1,3,477.6,low_slow,active,5.5,whatsapp_Contract_Sent,1,1
lead:00000022,12,1,5,18,whatsapp,email,phone,1,2,576.4,low_slow,stale,7.0,whatsapp_Manual_Follow_Up,1,0
lead:00000023,3,2,1,6,whatsapp,whatsapp,whatsapp,1,2,277.5,medium_medium,active,3.5,whatsapp_Quotation,8,1
lead:00000024,9,2,2,13,whatsapp,whatsapp,whatsapp,1,2,252.4,medium_medium,stale,5.5,whatsapp_Quotation,1,1
lead:00000025,8,1,1,10,whatsapp,whatsapp,phone,1,1,393.9,low_slow,cold,4.6,whatsapp_Contract_Sent,4,1
lead:00000026,0,1,6,7,email,email,phone,1,1,485.6,low_slow,fresh,3.5,email_Lost,2,1
lead:00000027,3,4,1,8,phone,phone,phone,1,3,689.8,high_slow,stale,4.9,phone_Contract_Sent,5,1
lead:00000028,4,2,5,11,email,email,email,1,2,373.8,low_slow,active,5.0,email_Nurturing,2,1
lead:00000029,4,4,3,11,whatsapp,whatsapp,phone,1,1,869.3,high_slow,cold,5.1,whatsapp_Contract_Sent,5,1
lead:00000030,9,1,7,17,whatsapp,whatsapp,email,1,2,1014.4,high_slow,stale,7.1,whatsapp_Quotation,1,0
lead:00000031,8,3,3,14,whatsapp,whatsapp,whatsapp,1,3,499.6,low_slow,stale,6.5,whatsapp_Closed,1,1
lead:00000032,7,3,1,11,whatsapp,whatsapp,whatsapp,1,1,384.5,low_slow,cold,5.3,whatsapp_Contract_Sent,3,1
lead:00000033,1,7,0,8,phone,phone,phone,1,3,30.4,low_fast,active,4.2,phone_Manual_Follow_Up,0,1
lead:00000034,1,0,0,1,whatsapp,whatsapp,whatsapp,0,0,7.5,high_fast,cold,0.8,whatsapp_New_Lead,0,0
lead:00000035,9,1,3,13,whatsapp,whatsapp,whatsapp,1,2,1002.4,high_slow,active,6.1,whatsapp_Nurturing,0,0
lead:00000036,4,1,2,7,whatsapp,whatsapp,phone,1,3,327.1,low_slow,active,4.3,whatsapp_Contract_Sent,5,0
lead:00000037,3,0,4,7,email,email,whatsapp,1,3,999.5,high_slow,stale,3.9,email_Manual_Follow_Up,2,1
lead:00000038,1,3,2,6,phone,email,email,1,1,1241.3,high_slow,cold,4.0,phone_Quotation,4,1
lead:00000039,12,2,3,17,whatsapp,whatsapp,whatsapp,1,3,1361.4,high_slow,active,7.4,whatsapp_Nurturing,1,1
lead:00000040,3,1,2,6,whatsapp,email,email,1,1,344.5,low_slow,fresh,3.5,whatsapp_Contract_Sent,1,1
lead:00000041,1,3,2,6,phone,phone,phone,1,1,33.3,low_fast,active,3.0,phone_Sales_Qualified,0,0
lead:00000042,1,0,1,2,whatsapp,email,whatsapp,1,1,12.4,high_fast,fresh,1.2,whatsapp_Sales_Qualified,1,0
lead:00000043,1,1,0,2,phone,whatsapp,whatsapp,1,1,19.9,high_fast,cold,1.5,phone_Contract_Sent,0,0
lead:00000044,4,2,2,8,whatsapp,email,email,1,2,277.7,medium_medium,cold,4.2,whatsapp_Contract_Sent,7,1
lead:00000045,4,2,4,10,email,email,email,1,3,326.3,low_slow,stale,4.8,email_Quotation,1,1
lead:00000046,8,2,3,13,whatsapp,whatsapp,phone,1,1,621.1,high_slow,stale,5.4,whatsapp_Nurturing,0,0
lead:00000047,0,6,2,8,phone,phone,phone,1,1,69.0,low_fast,cold,3.8,phone_Sales_Qualified,0,0
lead:00000048,8,3,1,12,whatsapp,whatsapp,phone,1,3,179.6,medium_medium,stale,5.7,whatsapp_Closed,3,1
lead:00000049,4,1,3,8,whatsapp,whatsapp,whatsapp,1,1,301.8,low_slow,active,3.7,whatsapp_Nurturing,3,1
lead:00000050,1,2,4,7,email,whatsapp,phone,1,3,235.3,medium_medium,cold,4.0,email_Sales_Follow_Up,1,1
lead:00000051,1,1,1,3,email,phone,phone,1,1,23.4,high_fast,stale,1.9,email_New_Lead,0,0
lead:00000052,3,2,4,9,email,email,email,1,2,471.1,low_slow,active,4.4,email_Proposal_Sent,0,0
lead:00000053,2,0,2,4,email,email,whatsapp,1,2,247.3,medium_medium,cold,3.1,email_Nurturing,3,0
lead:00000054,2,1,4,7,email,whatsapp,whatsapp,1,2,103.7,medium_medium,active,3.5,email_Quotation,3,0
lead:00000055,7,5,5,17,whatsapp,phone,email,1,3,1821.9,high_slow,cold,7.9,whatsapp_Follow_Up__Negot.,3,1
lead:00000056,10,1,2,13,whatsapp,whatsapp,whatsapp,1,2,1498.2,high_slow,fresh,5.8,whatsapp_Quotation,5,1
lead:00000057,3,2,2,7,whatsapp,email,whatsapp,1,3,540.7,low_slow,stale,4.0,whatsapp_Nurturing,0,0
lead:00000058,3,1,3,7,whatsapp,whatsapp,whatsapp,1,1,608.8,high_slow,cold,3.8,whatsapp_Nurturing,0,0
lead:00000059,0,1,2,3,email,email,email,1,1,603.7,high_slow,cold,2.6,email_Nurturing,1,0
lead:00000060,3,2,2,7,whatsapp,email,email,1,2,210.1,medium_medium,active,3.6,whatsapp_Demo_Scheduled,2,1
lead:00000061,3,4,3,10,phone,email,email,1,3,624.5,high_slow,stale,5.1,phone_Follow_Up__Negot.,6,1
lead:00000062,1,2,3,6,email,email,whatsapp,1,2,139.1,medium_medium,active,3.6,email_Proposal_Sent,0,1
lead:00000063,1,1,0,2,whatsapp,phone,phone,1,1,39.2,low_fast,stale,1.6,whatsapp_Lost,1,0
lead:00000064,6,4,4,14,whatsapp,whatsapp,email,1,2,679.9,high_slow,fresh,6.1,whatsapp_Sales_Follow_Up,5,1
lead:00000065,7,4,1,12,whatsapp,whatsapp,email,1,2,447.9,low_slow,active,5.6,whatsapp_Contract_Sent,2,1
lead:00000066,1,0,1,2,email,whatsapp,whatsapp,1,1,599.9,low_slow,stale,2.5,email_Manual_Follow_Up,0,0
lead:00000067,0,1,0,1,phone,phone,phone,0,0,8.3,high_fast,fresh,0.9,phone_New_Lead,0,0
lead:00000068,1,0,1,2,email,email,whatsapp,1,1,466.4,low_slow,cold,2.3,email_Sales_Follow_Up,0,1
lead:00000069,2,1,2,5,whatsapp,whatsapp,whatsapp,1,1,913.3,high_slow,stale,3.3,whatsapp_Nurturing,2,0
lead:00000070,8,4,5,17,whatsapp,email,phone,1,1,548.4,low_slow,fresh,6.5,whatsapp_Contract_Sent,5,1
lead:00000071,4,3,2,9,whatsapp,email,whatsapp,1,3,319.4,low_slow,fresh,4.6,whatsapp_Demo_Scheduled,0,0
lead:00000072,5,4,1,10,whatsapp,whatsapp,whatsapp,1,2,160.0,medium_medium,stale,4.9,whatsapp_Quotation,5,1
lead:00000073,2,2,2,6,whatsapp,whatsapp,whatsapp,1,2,54.4,low_fast,active,3.4,whatsapp_Quotation,6,1
lead:00000074,1,1,1,3,email,phone,phone,1,1,23.6,high_fast,fresh,1.6,email_New_Lead,1,0
lead:00000075,9,4,2,15,whatsapp,whatsapp,whatsapp,1,2,171.3,medium_medium,active,6.1,whatsapp_Contract_Sent,5,1
lead:00000076,4,2,4,10,whatsapp,whatsapp,whatsapp,1,2,278.2,medium_medium,cold,4.7,whatsapp_Proposal_Sent,1,0
lead:00000077,9,0,3,12,whatsapp,email,email,1,1,516.2,low_slow,cold,5.3,whatsapp_Lost,1,0
lead:00000078,3,2,2,7,whatsapp,email,email,1,1,212.6,medium_medium,active,3.6,whatsapp_Contract_Sent,6,1
lead:00000079,3,6,4,13,phone,whatsapp,email,1,1,752.1,high_slow,active,5.7,phone_Follow_Up__Negot.,4,1
lead:00000080,7,1,2,10,whatsapp,whatsapp,whatsapp,1,1,345.7,low_slow,active,4.5,whatsapp_Contract_Sent,5,1
lead:00000081,6,5,2,13,whatsapp,phone,whatsapp,1,3,268.9,medium_medium,cold,5.8,whatsapp_Contract_Sent,4,1
lead:00000082,0,1,4,5,email,email,email,1,1,492.1,low_slow,cold,3.0,email_Proposal_Sent,0,1
lead:00000083,6,3,1,10,whatsapp,phone,whatsapp,1,1,332.3,low_slow,active,4.7,whatsapp_Quotation,5,1
lead:00000084,2,2,3,7,email,email,email,1,2,549.0,low_slow,cold,4.3,email_Manual_Follow_Up,0,0
lead:00000085,4,1,4,9,whatsapp,whatsapp,phone,1,3,194.0,medium_medium,cold,4.7,whatsapp_Sales_Follow_Up,1,1
lead:00000086,0,1,2,3,email,email,email,1,1,360.8,low_slow,cold,2.5,email_Nurturing,0,0
lead:00000087,11,2,5,18,whatsapp,email,phone,1,2,1144.5,high_slow,active,7.3,whatsapp_Manual_Follow_Up,1,0
lead:00000088,0,1,3,4,email,email,email,1,2,1994.7,high_slow,cold,3.1,email_Lost,2,0
lead:00000089,0,0,1,1,email,email,email,0,0,15.7,high_fast,cold,1.0,email_New_Lead,0,0
lead:00000090,1,3,2,6,phone,phone,email,1,3,32.6,low_fast,active,3.6,phone_Sales_Qualified,3,1
lead:00000091,6,3,3,12,whatsapp,phone,phone,1,3,480.9,low_slow,cold,6.0,whatsapp_Follow_Up__Negot.,1,1
lead:00000092,3,0,2,5,whatsapp,whatsapp,whatsapp,1,2,379.4,low_slow,fresh,3.2,whatsapp_Proposal_Sent,0,0
lead:00000093,0,1,5,6,email,email,phone,1,1,269.3,medium_medium,stale,3.4,email_Lost,0,0
lead:00000094,5,4,3,12,whatsapp,whatsapp,whatsapp,1,1,360.2,low_slow,active,5.4,whatsapp_Quotation,3,1
lead:00000095,2,0,5,7,email,email,whatsapp,1,3,340.6,low_slow,cold,3.8,email_Proposal_Sent,3,0
lead:00000096,12,2,3,17,whatsapp,email,email,1,3,1033.8,high_slow,cold,7.2,whatsapp_Quotation,1,0
lead:00000097,0,0,1,1,email,email,email,0,0,39.3,low_fast,active,0.9,email_New_Lead,0,0
lead:00000098,4,2,2,8,whatsapp,whatsapp,whatsapp,1,1,125.5,medium_medium,active,3.9,whatsapp_Demo_Scheduled,1,1
lead:00000099,1,7,0,8,phone,phone,phone,1,1,47.9,low_fast,cold,3.8,phone_Manual_Follow_Up,2,0
lead:00000100,1,0,1,2,whatsapp,email,email,1,1,2.7,high_fast,cold,1.0,whatsapp_New_Lead,1,0
lead:00000101,1,1,0,2,whatsapp,whatsapp,whatsapp,1,1,19.8,high_fast,fresh,1.8,whatsapp_New_Lead,0,1
lead:00000102,2,2,1,5,phone,email,email,1,1,440.5,low_slow,fresh,3.2,phone_Nurturing,0,0
lead:00000103,7,0,3,10,whatsapp,email,email,1,1,1076.2,high_slow,stale,4.5,whatsapp_Manual_Follow_Up,1,0
lead:00000104,3,1,5,9,email,whatsapp,whatsapp,1,3,226.7,medium_medium,stale,4.2,email_Demo_Scheduled,1,1
lead:00000105,5,1,7,13,email,email,phone,1,3,957.5,high_slow,cold,6.1,email_Manual_Follow_Up,1,0
lead:00000106,1,2,0,3,phone,whatsapp,whatsapp,1,1,13.4,high_fast,active,1.6,phone_Demo_Scheduled,1,0
lead:00000107,4,4,3,11,phone,email,email,1,3,636.7,high_slow,active,5.6,phone_Closed,4,1
lead:00000108,7,1,1,9,whatsapp,whatsapp,whatsapp,1,2,182.7,medium_medium,cold,4.4,whatsapp_Contract_Sent,5,1
lead:00000109,4,1,1,6,whatsapp,email,whatsapp,1,3,82.9,low_fast,active,3.3,whatsapp_Closed,6,1
lead:00000110,10,3,2,15,whatsapp,whatsapp,whatsapp,1,2,199.5,medium_medium,stale,6.0,whatsapp_Contract_Sent,2,1
lead:00000111,0,8,2,10,phone,phone,phone,1,3,38.1,low_fast,fresh,4.8,phone_Manual_Follow_Up,1,0
lead:00000112,2,7,2,11,phone,phone,phone,1,1,69.9,low_fast,fresh,4.9,phone_New_Lead,1,1
lead:00000113,2,8,0,10,phone,phone,phone,1,2,29.7,low_fast,active,5.0,phone_Sales_Qualified,2,1
lead:00000114,3,2,2,7,whatsapp,email,email,1,1,160.9,medium_medium,active,3.3,whatsapp_Closed,6,1
lead:00000115,0,1,4,5,email,email,phone,1,2,613.4,high_slow,stale,3.4,email_Nurturing,2,0
lead:00000116,7,4,4,15,whatsapp,phone,email,1,1,540.2,low_slow,fresh,6.4,whatsapp_Closed,2,1
lead:00000117,8,2,4,14,whatsapp,whatsapp,whatsapp,1,3,895.6,high_slow,cold,6.5,whatsapp_Lost,1,0
lead:00000118,6,5,4,15,whatsapp,phone,phone,1,1,639.1,high_slow,active,6.6,whatsapp_Contract_Sent,2,1
lead:00000119,1,1,0,2,phone,phone,whatsapp,1,1,38.3,low_fast,active,1.7,phone_Lost,0,0
lead:00000120,2,2,4,8,email,whatsapp,whatsapp,1,1,281.9,medium_medium,fresh,3.9,email_Quotation,3,1
lead:00000121,4,2,2,8,whatsapp,phone,phone,1,2,785.4,high_slow,fresh,4.6,whatsapp_Quotation,6,1
lead:00000122,0,1,0,1,phone,phone,phone,0,0,47.7,low_fast,fresh,1.5,phone_Nurturing,1,1
lead:00000123,6,5,4,15,whatsapp,whatsapp,email,1,1,617.4,high_slow,cold,6.6,whatsapp_Quotation,4,1
lead:00000124,4,3,2,9,whatsapp,whatsapp,email,1,3,682.2,high_slow,stale,5.1,whatsapp_Contract_Sent,1,1
lead:00000125,6,2,4,12,whatsapp,whatsapp,whatsapp,1,3,471.7,low_slow,stale,5.7,whatsapp_Follow_Up__Negot.,3,1
lead:00000126,1,0,0,1,whatsapp,whatsapp,whatsapp,0,0,4.2,high_fast,cold,1.0,whatsapp_Nurturing,0,0
lead:00000127,3,5,1,9,phone,phone,phone,1,2,688.6,high_slow,fresh,4.8,phone_Demo_Scheduled,3,1
lead:00000128,1,1,3,5,email,whatsapp,email,1,2,880.4,high_slow,stale,3.7,email_Manual_Follow_Up,0,0
lead:00000129,3,5,2,10,phone,whatsapp,whatsapp,1,1,291.4,medium_medium,cold,4.9,phone_Follow_Up__Negot.,4,1
lead:00000130,2,8,2,12,phone,phone,whatsapp,1,1,36.1,low_fast,active,5.0,phone_Sales_Qualified,0,1
lead:00000131,7,3,2,12,whatsapp,whatsapp,whatsapp,1,1,121.6,medium_medium,cold,5.3,whatsapp_Follow_Up__Negot.,2,1
lead:00000132,1,2,1,4,phone,whatsapp,whatsapp,1,2,20.6,high_fast,fresh,2.5,phone_New_Lead,1,0
lead:00000133,12,1,6,19,whatsapp,email,email,1,1,650.8,high_slow,active,7.0,whatsapp_Quotation,1,0
lead:00000134,6,2,2,10,whatsapp,email,phone,1,3,418.6,low_slow,cold,5.3,whatsapp_Contract_Sent,2,1
lead:00000135,3,2,2,7,whatsapp,email,phone,1,2,194.5,medium_medium,stale,3.6,whatsapp_Proposal_Sent,1,0
lead:00000136,6,1,5,12,whatsapp,email,whatsapp,1,3,752.6,high_slow,cold,5.6,whatsapp_Manual_Follow_Up,1,0
lead:00000137,2,3,1,6,phone,phone,phone,1,3,17.4,high_fast,stale,3.2,phone_Sales_Follow_Up,1,0
lead:00000138,0,2,1,3,phone,email,email,1,1,11.3,high_fast,fresh,1.8,phone_Sales_Qualified,0,0
lead:00000139,8,2,3,13,whatsapp,whatsapp,whatsapp,1,3,1093.5,high_slow,stale,6.4,whatsapp_Lost,0,0
lead:00000140,5,4,2,11,whatsapp,whatsapp,whatsapp,1,2,152.3,medium_medium,active,4.8,whatsapp_Contract_Sent,7,1
lead:00000141,0,0,5,5,email,email,email,0,0,606.0,high_slow,stale,2.6,email_Quotation,0,1
lead:00000142,5,6,4,15,phone,phone,phone,1,1,559.5,low_slow,stale,6.6,phone_Closed,5,1
lead:00000143,6,2,3,11,whatsapp,email,whatsapp,1,3,230.7,medium_medium,fresh,5.1,whatsapp_Closed,3,1
lead:00000144,0,1,4,5,email,email,email,1,2,521.1,low_slow,stale,3.2,email_Quotation,1,1
lead:00000145,1,3,4,8,email,whatsapp,whatsapp,1,1,127.8,medium_medium,active,3.6,email_Demo_Scheduled,1,1
lead:00000146,8,2,3,13,whatsapp,phone,phone,1,1,541.2,low_slow,stale,5.6,whatsapp_Closed,2,1
lead:00000147,6,0,5,11,whatsapp,email,email,1,3,1093.9,high_slow,active,5.6,whatsapp_Lost,0,0
lead:00000148,9,0,8,17,whatsapp,email,email,1,1,1113.7,high_slow,stale,6.8,whatsapp_Quotation,1,1
lead:00000149,0,0,4,4,email,email,email,0,0,452.6,low_slow,cold,2.7,email_Nurturing,2,0
lead:00000150,1,2,2,5,email,whatsapp,whatsapp,1,2,402.6,low_slow,stale,3.3,email_Quotation,3,0
lead:00000151,8,2,2,12,whatsapp,whatsapp,email,1,3,493.0,low_slow,stale,6.0,whatsapp_Closed,2,1
lead:00000152,1,2,1,4,phone,email,phone,1,2,17.2,high_fast,fresh,2.1,phone_New_Lead,0,1
lead:00000153,0,1,1,2,email,phone,phone,1,1,12.7,high_fast,stale,1.7,email_New_Lead,1,0
lead:00000154,0,1,4,5,email,email,email,1,1,555.0,low_slow,stale,3.1,email_Nurturing,0,1
lead:00000155,2,2,4,8,email,whatsapp,whatsapp,1,1,484.6,low_slow,stale,4.3,email_Manual_Follow_Up,1,1
lead:00000156,5,1,2,8,whatsapp,whatsapp,whatsapp,1,1,133.3,medium_medium,stale,3.8,whatsapp_Contract_Sent,1,1
lead:00000157,3,2,4,9,email,email,whatsapp,1,2,313.7,low_slow,stale,4.3,email_Quotation,1,0
lead:00000158,8,5,4,17,whatsapp,email,whatsapp,1,3,759.0,high_slow,active,7.5,whatsapp_Closed,2,1
lead:00000159,3,2,2,7,whatsapp,whatsapp,whatsapp,1,2,95.5,low_fast,cold,3.8,whatsapp_New_Lead,6,1
lead:00000160,10,1,1,12,whatsapp,whatsapp,whatsapp,1,2,215.5,medium_medium,cold,5.5,whatsapp_Follow_Up__Negot.,3,1
lead:00000161,2,2,4,8,email,whatsapp,whatsapp,1,2,175.1,medium_medium,cold,4.2,email_Proposal_Sent,2,0
lead:00000162,3,0,3,6,whatsapp,email,whatsapp,1,1,150.2,medium_medium,stale,3.2,whatsapp_Lost,0,0
lead:00000163,1,5,1,7,phone,phone,phone,1,1,30.0,low_fast,fresh,3.6,phone_Sales_Qualified,1,0
lead:00000164,7,2,3,12,whatsapp,whatsapp,email,1,1,331.4,low_slow,stale,5.5,whatsapp_Follow_Up__Negot.,2,0
lead:00000165,0,1,3,4,email,email,email,1,2,351.6,low_slow,stale,3.2,email_Lost,1,0
lead:00000166,5,1,2,8,whatsapp,whatsapp,whatsapp,1,1,191.7,medium_medium,active,3.8,whatsapp_Closed,6,1
lead:00000167,1,0,2,3,email,whatsapp,whatsapp,1,1,157.4,medium_medium,active,2.3,email_Sales_Follow_Up,2,0
lead:00000168,4,1,3,8,whatsapp,whatsapp,whatsapp,1,1,320.1,low_slow,active,4.1,whatsapp_Contract_Sent,1,1
lead:00000169,2,1,3,6,email,whatsapp,phone,1,1,796.0,high_slow,stale,3.8,email_Sales_Follow_Up,1,0
lead:00000170,0,0,5,5,email,email,email,0,0,376.1,low_slow,fresh,2.6,email_Lost,0,0
lead:00000171,6,2,3,11,whatsapp,whatsapp,whatsapp,1,1,922.4,high_slow,fresh,5.0,whatsapp_Quotation,0,0
lead:00000172,5,3,1,9,whatsapp,phone,whatsapp,1,2,662.5,high_slow,fresh,5.0,whatsapp_Closed,5,0
lead:00000173,5,1,1,7,whatsapp,email,email,1,3,264.4,medium_medium,cold,3.9,whatsapp_Quotation,7,1
lead:00000174,1,2,4,7,email,email,email,1,2,406.6,low_slow,active,3.7,email_Quotation,1,1
lead:00000175,0,1,6,7,email,email,email,1,2,320.8,low_slow,stale,3.5,email_Proposal_Sent,1,1
lead:00000176,8,3,3,14,whatsapp,whatsapp,email,1,2,335.6,low_slow,active,6.0,whatsapp_Follow_Up__Negot.,4,1
lead:00000177,5,3,3,11,whatsapp,phone,phone,1,1,444.6,low_slow,active,5.1,whatsapp_New_Lead,1,1
lead:00000178,3,1,4,8,email,email,whatsapp,1,2,161.2,medium_medium,active,4.0,email_Quotation,1,1
lead:00000179,0,1,1,2,phone,email,email,1,1,1612.1,high_slow,cold,2.6,phone_Lost,0,0
lead:00000180,10,3,1,14,whatsapp,whatsapp,email,1,3,492.9,low_slow,stale,6.8,whatsapp_Nurturing,2,1
lead:00000181,5,2,5,12,whatsapp,whatsapp,whatsapp,1,1,805.6,high_slow,cold,5.6,whatsapp_Contract_Sent,2,1
lead:00000182,7,3,4,14,whatsapp,phone,whatsapp,1,2,411.8,low_slow,cold,6.3,whatsapp_Closed,5,1
lead:00000183,6,4,5,15,whatsapp,phone,phone,1,3,885.9,high_slow,active,6.5,whatsapp_Follow_Up__Negot.,3,1
lead:00000184,0,1,5,6,email,email,email,1,2,374.4,low_slow,cold,3.4,email_Proposal_Sent,0,1
lead:00000185,2,1,3,6,email,email,email,1,1,474.4,low_slow,stale,3.2,email_Manual_Follow_Up,2,0
lead:00000186,4,3,4,11,email,whatsapp,email,1,2,216.3,medium_medium,active,5.1,email_Contract_Sent,1,1
lead:00000187,10,1,3,14,whatsapp,whatsapp,email,1,1,112.5,medium_medium,active,5.4,whatsapp_Contract_Sent,5,1
lead:00000188,6,1,1,8,whatsapp,whatsapp,whatsapp,1,1,564.0,low_slow,cold,4.1,whatsapp_Follow_Up__Negot.,4,1
lead:00000189,1,1,1,3,whatsapp,email,email,1,1,585.1,low_slow,active,3.0,whatsapp_Manual_Follow_Up,0,1
lead:00000190,1,3,4,8,email,email,email,1,3,99.2,medium_medium,active,3.8,email_Proposal_Sent,3,1
lead:00000191,0,1,0,1,phone,phone,phone,0,0,43.0,low_fast,cold,1.3,phone_Lost,0,0
lead:00000192,2,5,1,8,phone,phone,phone,1,2,59.4,low_fast,stale,4.2,phone_Sales_Qualified,2,0
lead:00000193,2,4,2,8,phone,phone,email,1,1,67.0,low_fast,active,3.9,phone_Follow_Up__Negot.,2,0
lead:00000194,7,3,1,11,whatsapp,whatsapp,whatsapp,1,1,155.8,medium_medium,stale,4.7,whatsapp_Contract_Sent,1,1
lead:00000195,1,7,0,8,phone,phone,phone,1,3,62.9,low_fast,stale,4.2,phone_Sales_Follow_Up,3,0
lead:00000196,4,3,4,11,whatsapp,email,email,1,2,414.0,low_slow,active,5.3,whatsapp_Sales_Qualified,4,1
lead:00000197,0,1,0,1,phone,phone,phone,0,0,22.8,high_fast,active,0.9,phone_Sales_Qualified,1,0
lead:00000198,6,2,2,10,whatsapp,whatsapp,whatsapp,1,2,195.3,medium_medium,cold,4.7,whatsapp_Contract_Sent,2,1
lead:00000199,0,1,0,1,phone,phone,phone,0,0,25.3,low_fast,stale,0.9,phone_Lost,1,0
lead:00000200,1,0,3,4,email,whatsapp,email,1,2,413.0,low_slow,stale,3.1,email_Quotation,3,0
lead:00000201,2,0,1,3,whatsapp,email,whatsapp,1,1,916.2,high_slow,cold,2.6,whatsapp_Nurturing,1,0
lead:00000202,7,4,3,14,whatsapp,whatsapp,phone,1,3,243.3,medium_medium,stale,6.3,whatsapp_Follow_Up__Negot.,4,1
lead:00000203,6,4,1,11,whatsapp,whatsapp,whatsapp,1,3,477.3,low_slow,cold,5.6,whatsapp_Follow_Up__Negot.,4,1
lead:00000204,5,4,2,11,whatsapp,email,phone,1,3,183.4,medium_medium,active,5.2,whatsapp_Contract_Sent,3,1
lead:00000205,9,4,1,14,whatsapp,whatsapp,phone,1,1,228.4,medium_medium,active,5.8,whatsapp_Closed,3,1
lead:00000206,0,1,0,1,phone,phone,phone,0,0,20.8,high_fast,stale,1.1,phone_Lost,0,0
lead:00000207,7,3,3,13,whatsapp,whatsapp,whatsapp,1,1,129.5,medium_medium,stale,5.1,whatsapp_Sales_Follow_Up,5,1
lead:00000208,2,4,2,8,phone,whatsapp,whatsapp,1,1,224.2,medium_medium,active,4.3,phone_Closed,7,1
lead:00000209,1,2,1,4,phone,email,email,1,1,9.1,high_fast,fresh,1.9,phone_Sales_Qualified,1,1
lead:00000210,1,0,3,4,email,email,email,1,2,908.6,high_slow,cold,2.8,email_Follow_Up__Negot.,0,0
lead:00000211,6,3,1,10,whatsapp,whatsapp,whatsapp,1,1,477.1,low_slow,fresh,4.9,whatsapp_Closed,5,1
lead:00000212,3,3,2,8,whatsapp,email,email,1,1,362.2,low_slow,active,4.2,whatsapp_Quotation,7,1
lead:00000213,1,2,0,3,phone,whatsapp,whatsapp,1,1,11.9,high_fast,fresh,1.9,phone_Nurturing,1,0
lead:00000214,4,3,2,9,whatsapp,email,email,1,1,91.1,low_fast,cold,4.2,whatsapp_Quotation,4,1
lead:00000215,8,5,2,15,whatsapp,whatsapp,whatsapp,1,3,698.6,high_slow,stale,7.2,whatsapp_Follow_Up__Negot.,2,1
lead:00000216,3,1,1,5,whatsapp,email,email,1,2,254.0,medium_medium,cold,3.4,whatsapp_Quotation,5,1
lead:00000217,5,1,1,7,whatsapp,email,email,1,1,355.3,low_slow,fresh,3.8,whatsapp_Closed,3,1
lead:00000218,5,2,2,9,whatsapp,email,email,1,3,302.6,low_slow,active,4.5,whatsapp_Quotation,5,1
lead:00000219,4,4,4,12,phone,phone,email,1,1,369.2,low_slow,active,5.4,phone_Closed,3,1
