product_model,product_category,product_type,product_complexity,capacity_value,capacity_unit,capacity_bin,product_x_capacity,product_base_price_aed,product_vat_percent,quantity,subtotal,tax_amount,total_price_with_tax,price_tier,capacity_price_ratio,installation_charge,installation_is_free,quotation_sent,quotation_revision_count,quotation_sent_via,has_feedback,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,days_in_pipeline,pipeline_velocity,sale_closed
5,0,6,0.5,4.1670139178264846e-05,2,5,6,0.04688304997424008,0.0,0.21428571428571427,0.07183074560655178,0.07183074560655178,0.07183074560655178,0.5,6.617939591126111e-06,0.6666666666666667,0.0,1.0,0.0,0.5,1.0,0.0,0.18125000000000013,1.0,0.0,0.6312849162011174,0.02817441303306182,0.8203
8,0,0,1.0,0.0015834652887740644,2,8,8,0.8248325605358063,0.0,0.07142857142857142,0.5495649206620031,0.5495649206620031,0.5495649206620031,1.0,1.8364447675240542e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0000000000000002,0.1,1.0,0.1675977653631285,0.01667465261140393,0.2038
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.07142857142857142,0.48814195529773075,0.48814195529773075,0.48814195529773075,1.0,1.7953894443693945e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5249999999999999,0.4,0.0,0.329608938547486,0.018974604695735503,0.3092
2,0,6,0.5,0.0,2,5,3,0.03657908294693457,0.0,0.21428571428571427,0.058181197747824605,0.058181197747824605,0.058181197747824605,0.5,3.93484034691534e-06,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.17500000000000004,0.4,0.0,0.03910614525139665,0.05309056061332056,0.2187
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.0,0.03429448899505204,0.03429448899505204,0.03429448899505204,0.5,4.042499006818183e-05,0.8333333333333334,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.9374999999999998,1.0,0.0,0.6368715083798883,0.018543363679923337,0.8415
2,0,6,0.5,0.0,2,5,3,0.03657908294693457,0.0,0.07142857142857142,0.02746971506568845,0.02746971506568845,0.02746971506568845,0.0,1.5740477021442734e-05,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.4,0.0,0.0446927374301676,0.04312410158121706,0.2026
12,0,6,0.5,0.00022918576548045666,2,4,12,0.15507470376094795,0.0,0.21428571428571427,0.21515099812318716,0.21515099812318716,0.21515099812318716,1.0,4.580792306332403e-06,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.31562500000000004,0.1,0.0,0.11731843575418995,0.04460948730234787,0.3734
16,1,3,1.0,0.0061671805983831976,1,1,16,0.013910355486862442,0.0,0.21428571428571427,0.02815219245862481,0.02815219245862481,0.02815219245862481,0.0,0.0017244797612250967,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.25,0.2,1.0,0.18994413407821228,0.021322472448490656,0.4563
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.14285714285714285,0.10936700221805153,0.10936700221805153,0.10936700221805153,0.5,8.227799137652576e-06,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,0.0,0.8625,0.2,0.0,0.223463687150838,0.02831816003833254,0.3523
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.2857142857142857,0.18443951544105103,0.18443951544105103,0.18443951544105103,1.0,1.7883609515467234e-06,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,1.0,0.734375,0.4,0.0,0.2905027932960894,0.02127455678006708,0.5306
16,1,3,1.0,0.0061671805983831976,1,1,16,0.013910355486862442,0.0,0.14285714285714285,0.02030370243985668,0.02030370243985668,0.020303702439856682,0.0,0.002301929575198072,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.8875000000000004,1.0,0.0,0.6424581005586593,0.021322472448490656,0.9567
19,1,4,0.0,0.00137511459288274,1,6,19,0.0010303967027305502,0.0,0.4285714285714286,0.02183927657396349,0.02183927657396349,0.02183927657396349,0.0,0.0004980858580334058,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.653125,0.35,0.0,0.5083798882681564,0.026018207954000963,0.2977
9,0,0,1.0,0.0017918159846653885,2,8,9,0.9072642967542504,0.0,0.0,0.3004606722402321,0.3004606722402321,0.30046067224023204,1.0,4.58514327807977e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.690625,0.1,0.0,0.07262569832402235,0.090991854336368,0.5216
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.14285714285714285,0.4318375703804811,0.4318375703804811,0.43183757038048115,1.0,8.795656732373274e-06,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.4593750000000001,1.0,0.0,0.659217877094972,0.018878773358888358,0.8679
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.07142857142857142,0.07183074560655178,0.07183074560655178,0.07183074560655178,0.5,1.6277096870284885e-05,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.6781250000000001,0.1,0.0,0.17318435754189945,0.011356013416387159,0.5592
16,1,3,1.0,0.0061671805983831976,1,1,16,0.013910355486862442,0.0,0.5,0.05954615253369733,0.05954615253369733,0.05954615253369733,0.5,0.000858305040265633,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.8875000000000004,0.4,0.0,0.36312849162011174,0.030330618112122662,0.2145
12,0,6,0.5,0.00022918576548045666,2,4,12,0.15507470376094795,0.0,0.14285714285714285,0.16055280668827845,0.16055280668827845,0.16055280668827845,1.0,8.730949973053429e-06,0.8333333333333334,0.0,1.0,0.0,0.5,0.0,1.0,0.675,1.0,0.0,0.5754189944134078,0.02534738859607092,0.847
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.21428571428571427,0.14690325882955127,0.14690325882955127,0.14690325882955127,0.5,4.203708088227106e-06,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.35,0.0,0.5754189944134078,0.010397700047915667,0.4133
19,1,4,0.0,0.00137511459288274,1,6,19,0.0010303967027305502,0.0,0.3571428571428571,0.0182562702610476,0.0182562702610476,0.018256270261047605,0.0,0.0005824121530325389,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3875000000000002,1.0,0.0,0.7094972067039106,0.01490177287973167,0.7261
2,0,6,0.5,0.0,2,5,3,0.03657908294693457,0.0,0.2857142857142857,0.07353693908889268,0.07353693908889268,0.07353693908889268,0.5,1.5741592655224135e-06,0.6666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,0.5812499999999998,0.4,0.0,0.22905027932960895,0.025586966938188793,0.3007
19,1,4,0.0,0.00137511459288274,1,6,19,0.0010303967027305502,0.0,0.2857142857142857,0.014673263948131718,0.014673263948131718,0.014673263948131718,0.0,0.0007004685197778129,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.903125,1.0,0.0,0.7094972067039106,0.0248203162434116,0.7095
0,0,5,1.0,0.0003333611134261188,2,4,0,0.2117465224111283,0.0,0.14285714285714285,0.21685719160552808,0.21685719160552808,0.21685719160552808,1.0,8.602652088195119e-06,0.8333333333333334,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5343749999999998,0.4,0.0,0.4692737430167598,0.021514135122184953,0.5127
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.21428571428571427,0.14690325882955127,0.14690325882955127,0.14690325882955127,0.5,4.203708088227106e-06,0.8333333333333334,0.0,1.0,0.0,0.5,0.0,0.0,0.9749999999999999,1.0,1.0,0.6871508379888268,0.017393387637757548,0.8008
1,0,5,1.0,0.0005417118093174431,2,4,1,0.3611540443070582,0.0,0.0,0.11960416311209691,0.11960416311209691,0.11960416311209691,0.5,3.6400899018756355e-05,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.70625,1.0,0.0,0.6256983240223464,0.01911835170100623,0.7937
18,1,3,1.0,0.010334194516209682,1,7,18,0.019577537351880475,0.0,0.6428571428571428,0.09401126087698344,0.09401126087698344,0.09401126087698346,0.5,0.0009241542085776066,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.059374999999999956,0.4,0.0,0.08379888268156425,0.016099664590321035,0.184
6,0,0,1.0,0.0011667638969914157,2,2,5,0.639361154044307,0.0,0.07142857142857142,0.42671898993345847,0.42671898993345847,0.4267189899334584,1.0,1.7427315298884184e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.95,0.4,0.0,0.34078212290502796,0.03219932918064207,0.1313
0,0,5,1.0,0.0003333611134261188,2,4,0,0.2117465224111283,0.0,0.21428571428571427,0.2902235113461866,0.2902235113461866,0.2902235113461866,1.0,4.483732167352638e-06,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.6156249999999999,0.4,0.0,0.4134078212290503,0.022903689506468615,0.3997
5,0,6,0.5,4.1670139178264846e-05,2,5,6,0.04688304997424008,0.0,0.3571428571428571,0.10936700221805153,0.10936700221805153,0.10936700221805153,0.5,1.7883609515467234e-06,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.28749999999999987,0.4,1.0,0.3463687150837989,0.019070436032582655,0.6936
2,0,6,0.5,0.0,2,5,3,0.03657908294693457,0.0,0.07142857142857142,0.02746971506568845,0.02746971506568845,0.02746971506568845,0.0,1.5740477021442734e-05,0.6666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.38437500000000013,0.2,0.0,0.223463687150838,0.014278869190225207,0.4401
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.14285714285714285,0.4318375703804811,0.4318375703804811,0.43183757038048115,1.0,8.795656732373274e-06,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5999999999999999,1.0,0.0,0.6089385474860335,0.02817441303306182,0.9582
17,1,4,0.0,0.0009584132011000917,1,6,17,0.0,0.0,0.4285714285714286,0.01945060569868623,0.01945060569868623,0.019450605698686233,0.0,0.0003915684914889102,0.0,1.0,1.0,0.6666666666666667,0.5,0.0,0.0,0.28125,1.0,1.0,0.6201117318435755,0.025299472927647344,0.6816
4,0,5,1.0,0.0009584132011000917,2,2,4,0.5208655332302936,0.0,0.07142857142857142,0.3482340897457772,0.3482340897457772,0.34823408974577713,1.0,1.7918194162689894e-05,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.703125,1.0,0.0,0.5698324022346369,0.029947292764734068,0.963
11,0,0,1.0,0.0020001666805567133,2,8,10,1.0000000000000002,0.0,0.07142857142857142,0.6655860774611841,0.6655860774611841,0.6655860774611841,1.0,1.9233526390932928e-05,1.0,0.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.6875,1.0,1.0,0.6480446927374302,0.021514135122184953,0.8397
4,0,5,1.0,0.0009584132011000917,2,2,4,0.5208655332302936,0.0,0.14285714285714285,0.5239720184268897,0.5239720184268897,0.5239720184268897,1.0,9.322235877183039e-06,1.0,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,0.8500000000000003,0.4,1.0,0.3463687150837989,0.021753713464302826,0.6859
0,0,5,1.0,0.0003333611134261188,2,4,0,0.2117465224111283,0.0,0.0,0.07012455212421088,0.07012455212421088,0.07012455212421088,0.5,4.1548433286028085e-05,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.66875,0.35,0.0,0.5921787709497207,0.01763296597987542,0.456
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.14285714285714285,0.4318375703804811,0.4318375703804811,0.43183757038048115,1.0,8.795656732373274e-06,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.70625,1.0,1.0,0.6368715083798883,0.021322472448490656,0.8721
11,0,0,1.0,0.0020001666805567133,2,8,10,1.0000000000000002,0.0,0.07142857142857142,0.6655860774611841,0.6655860774611841,0.6655860774611841,1.0,1.9233526390932928e-05,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.653125,1.0,0.0,0.6368715083798883,0.031288931480594154,0.8245
14,1,2,0.5,0.004083673639469956,1,3,14,0.008758371973209684,0.0,0.5714285714285714,0.05203890121139737,0.05203890121139737,0.05203890121139738,0.5,0.0006479980317721077,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.7750000000000001,0.4,0.0,0.329608938547486,0.01911835170100623,0.4407
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.7857142857142857,0.08070295171472446,0.08070295171472446,0.08070295171472446,0.5,0.0005320212063953198,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.09062499999999996,1.0,0.0,0.6368715083798883,0.022616195495927173,0.812
21,1,2,0.5,0.002625218768230686,1,3,21,0.003297269448737764,0.0,0.6428571428571428,0.04009554683501109,0.04009554683501109,0.04009554683501109,0.5,0.0005359326184328262,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.590625,1.0,0.0,0.670391061452514,0.01686631528509823,0.7949
6,0,0,1.0,0.0011667638969914157,2,2,5,0.639361154044307,0.0,0.0,0.21173861115850537,0.21173861115850537,0.21173861115850537,1.0,4.2724311291599044e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5499999999999998,0.35,1.0,0.5642458100558659,0.02831816003833254,0.2757
4,0,5,1.0,0.0009584132011000917,2,2,4,0.5208655332302936,0.0,0.14285714285714285,0.5239720184268897,0.5239720184268897,0.5239720184268897,1.0,9.322235877183039e-06,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7156250000000002,0.4,0.0,0.4245810055865922,0.016818399616674654,0.4221
11,0,0,1.0,0.0020001666805567133,2,8,10,1.0000000000000002,0.0,0.07142857142857142,0.6655860774611841,0.6655860774611841,0.6655860774611841,1.0,1.9233526390932928e-05,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.171875,0.35,0.0,0.5363128491620112,0.025299472927647344,0.2392
22,1,2,0.5,0.003458621551795983,1,3,22,0.0072127769191138585,0.0,0.4285714285714286,0.03617130182562703,0.03617130182562703,0.03617130182562703,0.5,0.0007740613021663216,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.3218749999999999,0.4,0.0,0.111731843575419,0.01346430282702444,0.1857
11,0,0,1.0,0.0020001666805567133,2,8,10,1.0000000000000002,0.0,0.0,0.3311721549223682,0.3311721549223682,0.3311721549223682,1.0,4.633896474325929e-05,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.7812500000000002,0.35,0.0,0.6312849162011174,0.01581217057977959,0.3457
18,1,3,1.0,0.010334194516209682,1,7,18,0.019577537351880475,0.0,0.7142857142857143,0.10373656372632656,0.10373656372632656,0.10373656372632657,0.5,0.0008394240541496151,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.24062499999999987,0.35,0.0,0.547486033519553,0.02323909918543364,0.2499
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.2857142857142857,0.18443951544105103,0.18443951544105103,0.18443951544105103,1.0,1.7883609515467234e-06,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.8718750000000004,0.4,1.0,0.41899441340782123,0.01988500239578342,0.3454
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.21428571428571427,0.14690325882955127,0.14690325882955127,0.14690325882955127,0.5,4.203708088227106e-06,0.8333333333333334,0.0,1.0,0.6666666666666667,0.5,1.0,0.0,0.4437500000000001,0.4,1.0,0.45251396648044695,0.023718255869669386,0.549
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.0,0.24245009384064153,0.24245009384064153,0.24245009384064153,1.0,4.377858521499995e-05,1.0,0.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.046875,1.0,1.0,0.6424581005586593,0.02323909918543364,0.6769
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.0,0.24245009384064153,0.24245009384064153,0.24245009384064153,1.0,4.377858521499995e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.40937500000000004,0.4,0.0,0.335195530726257,0.01849544801149976,0.5746
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.6428571428571428,0.06671216515952909,0.06671216515952909,0.06671216515952909,0.5,0.0006400000531934188,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.34062499999999996,0.4,0.0,0.40782122905027934,0.025970292285577387,0.3761
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.0,0.1417846783825286,0.1417846783825286,0.1417846783825286,0.5,4.2129678486125304e-05,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.4187500000000002,1.0,0.0,0.6089385474860335,0.026305701964542412,0.9715
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.0,0.03429448899505204,0.03429448899505204,0.03429448899505204,0.5,4.042499006818183e-05,0.8333333333333334,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,1.0000000000000002,1.0,0.0,0.6927374301675978,0.023287014853857216,0.8986
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.0,0.1417846783825286,0.1417846783825286,0.1417846783825286,0.5,4.2129678486125304e-05,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.0,0.9437499999999999,0.1,0.0,0.13966480446927373,0.032103497843794924,0.433
11,0,0,1.0,0.0020001666805567133,2,8,10,1.0000000000000002,0.0,0.07142857142857142,0.6655860774611841,0.6655860774611841,0.6655860774611841,1.0,1.9233526390932928e-05,1.0,0.0,1.0,0.6666666666666667,1.0,0.0,1.0,0.29374999999999996,0.4,1.0,0.5027932960893855,0.0171058936272161,0.556
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.5,0.05272137860433373,0.05272137860433373,0.052721378604333735,0.5,0.0008019677655736764,0.0,1.0,1.0,0.6666666666666667,1.0,0.0,0.0,0.42500000000000004,0.35,0.0,0.553072625698324,0.019693339722089122,0.598
9,0,0,1.0,0.0017918159846653885,2,8,9,0.9072642967542504,0.0,0.0,0.3004606722402321,0.3004606722402321,0.30046067224023204,1.0,4.58514327807977e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7593750000000001,0.2,0.0,0.19553072625698326,0.027311931001437473,0.286
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.0,0.24245009384064153,0.24245009384064153,0.24245009384064153,1.0,4.377858521499995e-05,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1781250000000001,1.0,0.0,0.6312849162011174,0.026736942980354582,0.7863
14,1,2,0.5,0.004083673639469956,1,3,14,0.008758371973209684,0.0,0.9285714285714286,0.08275038389353352,0.08275038389353352,0.08275038389353354,0.5,0.0004137595630342725,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.815625,1.0,0.0,0.6815642458100559,0.015572592237661716,0.7292
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.3571428571428571,0.038730592049138375,0.038730592049138375,0.038730592049138375,0.5,0.001071914324752033,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.043749999999999956,0.4,0.0,0.36312849162011174,0.020076665069477716,0.3656
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.0,0.24245009384064153,0.24245009384064153,0.24245009384064153,1.0,4.377858521499995e-05,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.596875,0.4,0.0,0.4581005586592179,0.019357930043124104,0.3013
4,0,5,1.0,0.0009584132011000917,2,2,4,0.5208655332302936,0.0,0.07142857142857142,0.3482340897457772,0.3482340897457772,0.34823408974577713,1.0,1.7918194162689894e-05,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9218749999999998,1.0,0.0,0.6536312849162011,0.023430761859127937,0.9045
0,0,5,1.0,0.0003333611134261188,2,4,0,0.2117465224111283,0.0,0.0,0.07012455212421088,0.07012455212421088,0.07012455212421088,0.5,4.1548433286028085e-05,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,0.0,0.7875000000000003,0.1,0.0,0.1452513966480447,0.02702443699089603,0.3847
9,0,0,1.0,0.0017918159846653885,2,8,9,0.9072642967542504,0.0,0.07142857142857142,0.6041631120969119,0.6041631120969119,0.6041631120969119,1.0,1.8990318226592822e-05,1.0,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,0.2281249999999999,1.0,0.0,0.6424581005586593,0.018543363679923337,0.7434
7,0,0,1.0,0.00137511459288274,2,8,7,0.7320968572900567,0.0,0.07142857142857142,0.48814195529773075,0.48814195529773075,0.48814195529773075,1.0,1.7953894443693945e-05,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0000000000000002,1.0,0.0,0.6201117318435755,0.029228557738380456,0.8176
8,0,0,1.0,0.0015834652887740644,2,8,8,0.8248325605358063,0.0,0.07142857142857142,0.5495649206620031,0.5495649206620031,0.5495649206620031,1.0,1.8364447675240542e-05,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.6536312849162011,0.025682798275035938,0.7325
19,1,4,0.0,0.00137511459288274,1,6,19,0.0010303967027305502,0.0,0.5,0.025422282886879373,0.025422282886879373,0.025422282886879373,0.0,0.0004348405789671652,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.21562499999999996,0.4,0.0,0.0782122905027933,0.016530905606133205,0.1918
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.3571428571428571,0.038730592049138375,0.038730592049138375,0.038730592049138375,0.5,0.001071914324752033,0.0,1.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.684375,0.1,1.0,0.0670391061452514,0.06248203162434116,0.7541
4,0,5,1.0,0.0009584132011000917,2,2,4,0.5208655332302936,0.0,0.14285714285714285,0.5239720184268897,0.5239720184268897,0.5239720184268897,1.0,9.322235877183039e-06,1.0,0.0,1.0,0.6666666666666667,0.5,1.0,1.0,0.6968750000000001,0.4,1.0,0.2905027932960894,0.022903689506468615,0.7646
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.2857142857142857,0.18443951544105103,0.18443951544105103,0.18443951544105103,1.0,1.7883609515467234e-06,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.14375000000000004,0.4,0.0,0.12849162011173185,0.011739338763775756,0.2092
6,0,0,1.0,0.0011667638969914157,2,2,5,0.639361154044307,0.0,0.0,0.21173861115850537,0.21173861115850537,0.21173861115850537,1.0,4.2724311291599044e-05,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.7625,0.2,0.0,0.22905027932960895,0.01863919501677049,0.4668
15,1,3,1.0,0.005125427118926576,1,1,15,0.011334363730036063,0.0,0.5714285714285714,0.059716771881931405,0.059716771881931405,0.05971677188193142,0.5,0.0007119863229367451,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.940625,0.2,0.0,0.26256983240223464,0.009487302347867752,0.3661
10,0,6,0.5,0.00012501041753479455,2,5,11,0.1035548686244204,0.0,0.07142857142857142,0.07183074560655178,0.07183074560655178,0.07183074560655178,0.5,1.6277096870284885e-05,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,0.0,0.95,0.2,0.0,0.111731843575419,0.0635361763296598,0.2766
20,1,4,0.0,0.0017918159846653885,1,6,20,0.002060793405461102,0.0,0.0,0.0006824773929363596,0.0006824773929363596,0.0006824773929363591,0.0,0.004149770541798888,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.4,0.0,0.5027932960893855,0.017441303306181124,0.5034
3,0,5,1.0,0.0007500625052087674,2,2,2,0.428129829984544,0.0,0.0,0.1417846783825286,0.1417846783825286,0.1417846783825286,0.5,4.2129678486125304e-05,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.03749999999999987,0.4,1.0,0.41899441340782123,0.021082894106372783,0.3712
6,0,0,1.0,0.0011667638969914157,2,2,5,0.639361154044307,0.0,0.14285714285714285,0.6416993687084116,0.6416993687084116,0.6416993687084116,1.0,8.994239545458313e-06,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6468750000000001,1.0,0.0,0.6815642458100559,0.01863919501677049,0.934
